id_processo,status,area,assunto,vara,data_hora,controle,incidente,processo_principal,recebido_em,processo,cdp,digital,classe,distribuicao,juiz,local_fisico,execucao_de_sentenca,erro,valor_da_acao,outros_numeros,dados_da_precatoria,outros_assuntos,apensado_ao,acao_incidental,cdas,entranhado_ao
1094898-52.2018.8.26.0100,,Civel,Obrigacoes,21ª Vara Civel - Foro Central Civel,19/09/2018 as 16:23 - Livre,2018/001675,NA,NA,NA,1094898-52.2018.8.26.0100,NA,TRUE,Execucao de Titulo Extrajudicial,19/09/2018 as 16:23 - Livre | 21ª Vara Civel - Foro Central Civel,Marcio Teixeira Laranjo,NA,NA,NA,"R$ 47.534,08",NA,NA,NA,NA,NA,NA,NA
1094971-24.2018.8.26.0100,Extinto,Civel,Franquia,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,12/09/2018 as 17:11 - Livre,2018/000764,NA,NA,NA,1094971-24.2018.8.26.0100 Extinto,NA,TRUE,Procedimento Comum Civel,12/09/2018 as 17:11 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,Eduardo Palma Pellegrinelli,NA,NA,NA,"R$ 9.862,47",NA,NA,NA,NA,NA,NA,NA
1095007-32.2019.8.26.0100,,Civel,Obrigacoes,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,24/09/2019 as 16:33 - Dependencia (1001810-96.2019.8.26.0011),2019/000981,NA,NA,NA,1095007-32.2019.8.26.0100,NA,TRUE,Execucao de Titulo Extrajudicial,24/09/2019 as 16:33 - Dependencia (1001810-96.2019.8.26.0011) | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 100,00",NA,NA,NA,NA,NA,NA,NA
1095066-20.2019.8.26.0100,,Civel,Inventario e Partilha,12ª Vara da Familia e Sucessoes - Foro Central Civel,24/09/2019 as 17:35 - Dependencia (0621020-14.2008.8.26.0100),2019/001051,NA,NA,NA,1095066-20.2019.8.26.0100,NA,TRUE,Acao de Exigir Contas,24/09/2019 as 17:35 - Dependencia (0621020-14.2008.8.26.0100) | 12ª Vara da Familia e Sucessoes - Foro Central Civel,Ricardo Pereira Junior,NA,NA,NA,"R$ 1.000,00",NA,NA,NA,NA,NA,NA,NA
1095101-14.2018.8.26.0100,,Civel,"Sentenca arbitral (artigo 515, inciso VII, CPC)",1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,12/09/2018 as 20:07 - Livre,2018/000758,NA,NA,NA,1095101-14.2018.8.26.0100,NA,TRUE,Cumprimento de sentenca,12/09/2018 as 20:07 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 149.234,05",NA,NA,NA,NA,NA,NA,NA
1095198-14.2018.8.26.0100,Em grau de recurso,Civel,Liminar,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,13/09/2018 as 11:03 - Livre,2018/000759,NA,NA,NA,1095198-14.2018.8.26.0100 Em grau de recurso,NA,FALSE,Tutela Antecipada Antecedente,13/09/2018 as 11:03 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,PAULA DA ROCHA E SILVA FORMOSO,NA,NA,NA,"R$ 10.000,00",NA,NA,NA,NA,NA,NA,NA
1095205-69.2019.8.26.0100,,Civel,Compromisso,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,13/12/2019 as 15:13 - Livre,2019/001356,NA,NA,NA,1095205-69.2019.8.26.0100,NA,TRUE,Procedimento Comum Civel,13/12/2019 as 15:13 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,PAULA DA ROCHA E SILVA FORMOSO,NA,NA,NA,"R$ 20.000,00",NA,NA,NA,NA,NA,NA,NA
1095235-07.2019.8.26.0100,Extinto,Civel,Liminar,17ª Vara Civel - Foro Central Civel,30/09/2019 as 15:40 - Livre,2019/001718,NA,NA,NA,1095235-07.2019.8.26.0100 Extinto,NA,TRUE,Procedimento Comum Civel,30/09/2019 as 15:40 - Livre | 17ª Vara Civel - Foro Central Civel,LUCIANA BIAGIO LAQUIMIA,NA,NA,NA,"R$ 385.464,00",NA,NA,NA,NA,NA,NA,NA
1095266-32.2016.8.26.0100,Extinto,Civel,Sucessoes,11ª Vara da Familia e Sucessoes - Foro Central Civel,02/09/2016 as 18:46 - Livre,2016/000981,NA,NA,NA,1095266-32.2016.8.26.0100 Extinto,NA,TRUE,Inventario,02/09/2016 as 18:46 - Livre | 11ª Vara da Familia e Sucessoes - Foro Central Civel,CLAUDIA CAPUTO BEVILACQUA VIEIRA,NA,NA,NA,"R$ 1.000,00",NA,NA,Inventario e Partilha,NA,NA,NA,NA
1095274-04.2019.8.26.0100,,Civel,Transferencia de cotas,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,24/09/2019 as 23:07 - Livre,2019/001024,NA,NA,NA,1095274-04.2019.8.26.0100,NA,TRUE,Procedimento Comum Civel,24/09/2019 as 23:07 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,PAULA DA ROCHA E SILVA FORMOSO,NA,NA,NA,"R$ 14.000,00",NA,NA,"Especies de Titulos de Credito,Obrigacoes",NA,NA,NA,NA
1095342-51.2019.8.26.0100,,Civel,Franquia,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,23/10/2019 as 13:52 - Livre,2019/001106,NA,NA,NA,1095342-51.2019.8.26.0100,NA,TRUE,Monitoria,23/10/2019 as 13:52 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 205.699,48",NA,NA,NA,NA,NA,NA,NA
1095372-23.2018.8.26.0100,Extinto,Civel,Ingresso e Exclusao dos Socios na Sociedade,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,18/09/2018 as 15:11 - Livre,2018/000781,NA,NA,NA,1095372-23.2018.8.26.0100 Extinto,NA,TRUE,Dissolucao Parcial de Sociedade,18/09/2018 as 15:11 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,PAULA DA ROCHA E SILVA FORMOSO,NA,NA,NA,"R$ 28.000,00",NA,NA,Apuracao de haveres,NA,NA,NA,NA
1095380-63.2019.8.26.0100,,Civel,Transferencia de cotas,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,25/09/2019 as 12:29 - Dependencia (1016811-48.2019.8.26.0100),2019/001025,NA,NA,NA,1095380-63.2019.8.26.0100,NA,FALSE,Procedimento Comum Civel,25/09/2019 as 12:29 - Dependencia (1016811-48.2019.8.26.0100) | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,PAULA DA ROCHA E SILVA FORMOSO,NA,NA,NA,"R$ 115.022,75",NA,NA,Limitada,NA,NA,NA,1016811-48.2019.8.26.0100
1095385-61.2014.8.26.0100,Suspenso,Civel,Sucessoes,12ª Vara da Familia e Sucessoes - Foro Central Civel,29/09/2014 as 17:03 - Livre,2014/001103,NA,NA,NA,1095385-61.2014.8.26.0100 Suspenso,NA,TRUE,Inventario,29/09/2014 as 17:03 - Livre | 12ª Vara da Familia e Sucessoes - Foro Central Civel,Ricardo Pereira Junior,NA,NA,NA,"R$ 1.000,00",NA,NA,DIREITO CIVIL,NA,NA,NA,NA
1095440-46.2013.8.26.0100,Extinto,Civel,Inventario e Partilha,12ª Vara da Familia e Sucessoes - Foro Central Civel,28/11/2013 as 15:38 - Livre,2013/001352,NA,NA,NA,1095440-46.2013.8.26.0100 Extinto,NA,TRUE,Inventario,28/11/2013 as 15:38 - Livre | 12ª Vara da Familia e Sucessoes - Foro Central Civel,Ricardo Pereira Junior,NA,NA,NA,"R$ 131.337,42",NA,NA,NA,NA,NA,NA,NA
1095449-95.2019.8.26.0100,Extinto | (Tramitacao prioritaria),Civel,Liminar,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,25/09/2019 as 16:23 - Livre,2019/001026,NA,NA,NA,1095449-95.2019.8.26.0100 Extinto | (Tramitacao prioritaria),NA,TRUE,Tutela Cautelar Antecedente,25/09/2019 as 16:23 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,Eduardo Palma Pellegrinelli,NA,NA,NA,"R$ 70.000,00",NA,NA,NA,NA,NA,NA,NA
1095502-13.2018.8.26.0100,Extinto,Civel,Liminar,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,13/09/2018 as 17:32 - Livre,2018/000763,NA,NA,NA,1095502-13.2018.8.26.0100 Extinto,NA,TRUE,Protesto,13/09/2018 as 17:32 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,PAULA DA ROCHA E SILVA FORMOSO,NA,NA,NA,"R$ 1.000,00",NA,NA,NA,NA,NA,NA,NA
1095551-54.2018.8.26.0100,Extinto,Civel,Liminar,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,13/09/2018 as 18:20 - Livre,2018/000764,NA,NA,NA,1095551-54.2018.8.26.0100 Extinto,NA,TRUE,Procedimento Comum Civel,13/09/2018 as 18:20 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 1.000,00",NA,NA,NA,NA,NA,NA,NA
1095558-46.2018.8.26.0100,Suspenso,Civel,Obrigacoes,8ª Vara Civel - Foro Central Civel,18/09/2018 as 15:40 - Livre,2018/001431,NA,NA,NA,1095558-46.2018.8.26.0100 Suspenso,NA,TRUE,Execucao de Titulo Extrajudicial,18/09/2018 as 15:40 - Livre | 8ª Vara Civel - Foro Central Civel,Helmer Augusto Toqueton Amaral,NA,NA,NA,"R$ 62.929,49",NA,NA,NA,NA,NA,NA,NA
1095582-40.2019.8.26.0100,,Civel,Provas em geral,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,25/09/2019 as 17:49 - Livre,2019/000986,NA,NA,NA,1095582-40.2019.8.26.0100,NA,TRUE,Producao Antecipada da Prova,25/09/2019 as 17:49 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 10.000,00",NA,NA,NA,NA,NA,NA,NA
1095586-77.2019.8.26.0100,Cancelado,Civel,Honorarios Advocaticios,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,25/09/2019 as 17:47 - Dependencia (1066270-56.2018.8.26.0002),2019/000985,NA,NA,NA,1095586-77.2019.8.26.0100 Cancelado,NA,TRUE,Liquidacao de Sentenca pelo Procedimento Comum,25/09/2019 as 17:47 - Dependencia (1066270-56.2018.8.26.0002) | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 2.000,00",NA,NA,NA,NA,NA,NA,NA
1095603-50.2018.8.26.0100,,Civel,Propriedade Intelectual / Industrial,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,13/09/2018 as 19:12 - Livre,2018/000771,NA,NA,NA,1095603-50.2018.8.26.0100,NA,TRUE,Procedimento Comum Civel,13/09/2018 as 19:12 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,Eduardo Palma Pellegrinelli,NA,NA,NA,"R$ 95.400,00",NA,NA,Programa de Computador,NA,NA,NA,NA
1095633-85.2018.8.26.0100,Em grau de recurso,Civel,Dissolucao,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,19/10/2018 as 14:32 - Livre,2018/000902,NA,NA,NA,1095633-85.2018.8.26.0100 Em grau de recurso,NA,FALSE,Procedimento Comum Civel,19/10/2018 as 14:32 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 1.350.000,00",NA,NA,NA,NA,NA,NA,NA
1095653-76.2018.8.26.0100,| (Tramitacao prioritaria),Civel,Liminar,29ª Vara Civel - Foro Central Civel,24/09/2018 as 13:14 - Livre,2018/001511,NA,NA,NA,1095653-76.2018.8.26.0100 | (Tramitacao prioritaria),NA,TRUE,Procedimento Comum Civel,24/09/2018 as 13:14 - Livre | 29ª Vara Civel - Foro Central Civel,Laura de Mattos Almeida,NA,NA,NA,"R$ 24.794.793,00",NA,NA,Provas,NA,NA,NA,NA
1095675-03.2019.8.26.0100,,Civel,Marca,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,25/09/2019 as 18:09 - Livre,2019/000987,NA,NA,NA,1095675-03.2019.8.26.0100,NA,TRUE,Procedimento Comum Civel,25/09/2019 as 18:09 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,Eduardo Palma Pellegrinelli,NA,NA,NA,"R$ 30.000,00",NA,NA,Propriedade Intelectual / Industrial,NA,NA,NA,NA
1095677-70.2019.8.26.0100,Extinto,Civel,Liminar,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,25/09/2019 as 18:14 - Livre,2019/001028,NA,NA,NA,1095677-70.2019.8.26.0100 Extinto,NA,TRUE,Tutela Cautelar Antecedente,25/09/2019 as 18:14 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 10.000,00",NA,NA,NA,NA,NA,NA,NA
1095696-76.2019.8.26.0100,,Civel,Responsabilidade dos socios e administradores,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,14/11/2019 as 16:56 - Livre,2019/001192,NA,NA,NA,1095696-76.2019.8.26.0100,NA,TRUE,Procedimento Comum Civel,14/11/2019 as 16:56 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,Renata Mota Maciel,NA,NA,NA,"R$ 1.000,00",NA,NA,NA,NA,NA,NA,NA
1095709-46.2017.8.26.0100,,Civel,Inventario e Partilha,11ª Vara da Familia e Sucessoes - Foro Central Civel,15/03/2018 as 10:48 - Direcionada,2018/000257,NA,NA,NA,1095709-46.2017.8.26.0100,NA,TRUE,Inventario,15/03/2018 as 10:48 - Direcionada | 11ª Vara da Familia e Sucessoes - Foro Central Civel,CLAUDIA CAPUTO BEVILACQUA VIEIRA,NA,NA,NA,"R$ 1.000,00",NA,NA,NA,NA,NA,NA,NA
1095710-94.2018.8.26.0100,Extinto | (Tramitacao prioritaria),Civel,Franquia,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,20/09/2018 as 13:46 - Livre,2018/000794,NA,NA,NA,1095710-94.2018.8.26.0100 Extinto | (Tramitacao prioritaria),NA,TRUE,Procedimento Comum Civel,20/09/2018 as 13:46 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,Eduardo Palma Pellegrinelli,NA,NA,NA,"R$ 75.000,00",NA,NA,NA,NA,NA,NA,NA
1095770-67.2018.8.26.0100,,Civel,Liminar,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,14/09/2018 as 13:08 - Livre,2018/000772,NA,NA,NA,1095770-67.2018.8.26.0100,NA,TRUE,Procedimento Comum Civel,14/09/2018 as 13:08 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 150.000,00",NA,NA,NA,NA,NA,NA,NA
1095823-14.2019.8.26.0100,Extinto,Civel,Liminar,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,25/09/2019 as 20:14 - Livre,2019/000988,NA,NA,NA,1095823-14.2019.8.26.0100 Extinto,NA,TRUE,Tutela Cautelar Antecedente,25/09/2019 as 20:14 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,Renata Mota Maciel,NA,NA,NA,"R$ 10.000,00",NA,NA,NA,NA,NA,NA,NA
1095834-14.2017.8.26.0100,| (Tramitacao prioritaria),Civel,Inventario e Partilha,12ª Vara da Familia e Sucessoes - Foro Central Civel,27/09/2017 as 15:14 - Livre,2017/001037,NA,NA,NA,1095834-14.2017.8.26.0100 | (Tramitacao prioritaria),NA,TRUE,Arrolamento Comum,27/09/2017 as 15:14 - Livre | 12ª Vara da Familia e Sucessoes - Foro Central Civel,Ricardo Pereira Junior,NA,NA,NA,"R$ 50.000,00",NA,NA,NA,NA,NA,NA,NA
1095839-65.2019.8.26.0100,,Civel,Classificacao de creditos,1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,25/09/2019 as 21:08 - Dependencia (1016422-34.2017.8.26.0100),2019/006217,NA,NA,NA,1095839-65.2019.8.26.0100,NA,TRUE,Impugnacao de Credito,25/09/2019 as 21:08 - Dependencia (1016422-34.2017.8.26.0100) | 1ª Vara de Falencias e Recuperacoes Judiciais - Foro Central Civel,JOAO DE OLIVEIRA RODRIGUES FILHO,NA,NA,NA,"R$ 203.956,49",NA,NA,NA,NA,NA,NA,NA
1095913-56.2018.8.26.0100,,Civel,Ingresso e Exclusao dos Socios na Sociedade,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,18/06/2019 as 13:58 - Livre,2019/000583,NA,NA,NA,1095913-56.2018.8.26.0100,NA,TRUE,Procedimento Comum Civel,18/06/2019 as 13:58 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,Eduardo Palma Pellegrinelli,NA,NA,NA,"R$ 2.704.653,43",NA,NA,NA,NA,NA,NA,NA
1095920-48.2018.8.26.0100,Extinto,Civel,Ingresso e Exclusao dos Socios na Sociedade,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,26/09/2018 as 16:07 - Livre,2018/000817,NA,NA,NA,1095920-48.2018.8.26.0100 Extinto,NA,TRUE,Dissolucao Parcial de Sociedade,26/09/2018 as 16:07 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,PAULA DA ROCHA E SILVA FORMOSO,NA,NA,NA,"R$ 10.000,00",NA,NA,NA,NA,NA,NA,NA
1095935-80.2019.8.26.0100,,Civel,Inventario e Partilha,12ª Vara da Familia e Sucessoes - Foro Central Civel,26/09/2019 as 11:23 - Dependencia (1008686-38.2017.8.26.0011),2019/001061,NA,NA,NA,1095935-80.2019.8.26.0100,NA,TRUE,Acao de Exigir Contas,26/09/2019 as 11:23 - Dependencia (1008686-38.2017.8.26.0011) | 12ª Vara da Familia e Sucessoes - Foro Central Civel,Ricardo Pereira Junior,NA,NA,NA,"R$ 20.000,00",NA,NA,NA,NA,NA,NA,NA
1095997-57.2018.8.26.0100,Extinto,Civel,Marca,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,14/09/2018 as 18:14 - Livre,2018/000778,NA,NA,NA,1095997-57.2018.8.26.0100 Extinto,NA,TRUE,Procedimento Comum Civel,14/09/2018 as 18:14 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 10.000,00",NA,NA,NA,NA,NA,NA,NA
1096061-67.2018.8.26.0100,Extinto,Civel,Rescisao do contrato e devolucao do dinheiro,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,10/10/2018 as 18:38 - Livre,2018/000866,NA,NA,NA,1096061-67.2018.8.26.0100 Extinto,NA,TRUE,Procedimento Comum Civel,10/10/2018 as 18:38 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,PAULA DA ROCHA E SILVA FORMOSO,NA,NA,NA,"R$ 350.000,00",NA,NA,Rescisao / Resolucao,NA,NA,NA,NA
1096062-52.2018.8.26.0100,Extinto,Civel,Marca,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,14/09/2018 as 19:12 - Livre,2018/000772,NA,NA,NA,1096062-52.2018.8.26.0100 Extinto,NA,TRUE,Procedimento Comum Civel,14/09/2018 as 19:12 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,Eduardo Palma Pellegrinelli,NA,NA,NA,"R$ 10.000,00",NA,NA,NA,NA,NA,NA,NA
1096114-14.2019.8.26.0100,,Civel,Propriedade Intelectual / Industrial,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,26/09/2019 as 15:23 - Dependencia (1019865-28.2019.8.26.0001),2019/000989,NA,NA,NA,1096114-14.2019.8.26.0100,NA,FALSE,Procedimento Comum Civel,26/09/2019 as 15:23 - Dependencia (1019865-28.2019.8.26.0001) | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 28.000,00",NA,NA,Direito Autoral,NA,NA,NA,1019865-28.2019.8.26.0001
1096177-73.2018.8.26.0100,,Civel,Liminar,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,20/08/2019 as 14:33 - Direcionada,2019/000856,NA,NA,NA,1096177-73.2018.8.26.0100,NA,TRUE,Tutela Cautelar Antecedente,20/08/2019 as 14:33 - Direcionada | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,PAULA DA ROCHA E SILVA FORMOSO,NA,NA,NA,"R$ 16.577.501,05",NA,NA,Provas,NA,NA,NA,NA
1096218-06.2019.8.26.0100,,Civel,Ingresso e Exclusao dos Socios na Sociedade,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,27/09/2019 as 17:45 - Livre,2019/001037,NA,NA,NA,1096218-06.2019.8.26.0100,NA,TRUE,Dissolucao Parcial de Sociedade,27/09/2019 as 17:45 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 254.000,00",NA,NA,Apuracao de haveres,NA,NA,NA,NA
1096227-02.2018.8.26.0100,Extinto,Civel,Responsabilidade dos socios e administradores,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,20/09/2018 as 12:43 - Direcionada,2018/000788,NA,NA,NA,1096227-02.2018.8.26.0100 Extinto,NA,TRUE,Procedimento Comum Civel,20/09/2018 as 12:43 - Direcionada | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,LUIS FELIPE FERRARI BEDENDI,NA,NA,NA,"R$ 100.000,00",NA,NA,Limitada,NA,NA,NA,NA
1096287-77.2015.8.26.0100,Suspenso,Civel,Sucessoes,12ª Vara da Familia e Sucessoes - Foro Central Civel,23/09/2015 as 12:17 - Direcionada,2015/001107,NA,NA,NA,1096287-77.2015.8.26.0100 Suspenso,NA,TRUE,Arrolamento Comum,23/09/2015 as 12:17 - Direcionada | 12ª Vara da Familia e Sucessoes - Foro Central Civel,Ricardo Pereira Junior,NA,NA,NA,"R$ 89.756,34",NA,NA,Inventario e Partilha,NA,NA,NA,NA
1096297-53.2017.8.26.0100,Extinto | (Tramitacao prioritaria),Civel,Inventario e Partilha,12ª Vara da Familia e Sucessoes - Foro Central Civel,28/09/2017 as 13:11 - Dependencia (1003680-53.2017.8.26.0010),2017/001044,NA,NA,NA,1096297-53.2017.8.26.0100 Extinto | (Tramitacao prioritaria),NA,TRUE,Inventario,28/09/2017 as 13:11 - Dependencia (1003680-53.2017.8.26.0010) | 12ª Vara da Familia e Sucessoes - Foro Central Civel,Ricardo Pereira Junior,NA,NA,NA,"R$ 1.235.716,91",NA,NA,NA,NA,NA,NA,NA
1096356-07.2018.8.26.0100,Cancelado | (Tramitacao prioritaria),Civel,Ingresso e Exclusao dos Socios na Sociedade,1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,17/09/2018 as 14:04 - Livre,2018/000773,NA,NA,NA,1096356-07.2018.8.26.0100 Cancelado | (Tramitacao prioritaria),NA,TRUE,Procedimento Comum Civel,17/09/2018 as 14:04 - Livre | 1ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,PAULA DA ROCHA E SILVA FORMOSO,NA,NA,NA,"R$ 1.200.000,00",NA,NA,Transferencia de cotas,NA,NA,NA,NA
1096461-47.2019.8.26.0100,,Civel,Liminar,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,27/09/2019 as 03:06 - Livre,2019/000990,NA,NA,NA,1096461-47.2019.8.26.0100,NA,TRUE,Tutela Cautelar Antecedente,27/09/2019 as 03:06 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,Renata Mota Maciel,NA,NA,NA,"R$ 77.663,93",NA,NA,NA,NA,NA,NA,NA
1096520-40.2016.8.26.0100,,Civel,Inventario e Partilha,11ª Vara da Familia e Sucessoes - Foro Central Civel,30/08/2016 as 17:19 - Livre,2016/000948,NA,NA,NA,1096520-40.2016.8.26.0100,NA,TRUE,Inventario,30/08/2016 as 17:19 - Livre | 11ª Vara da Familia e Sucessoes - Foro Central Civel,CLAUDIA CAPUTO BEVILACQUA VIEIRA,NA,NA,NA,"R$ 1.000,00",NA,NA,Sucessoes,1009632-44.2016.8.26.0011,NA,NA,NA
1096568-91.2019.8.26.0100,Cancelado,Civel,Intimacao / Notificacao,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,02/10/2019 as 16:11 - Dependencia (1025555-66.2018.8.26.0100),2019/001014,NA,NA,NA,1096568-91.2019.8.26.0100 Cancelado,NA,TRUE,Procedimento Comum Civel,02/10/2019 as 16:11 - Dependencia (1025555-66.2018.8.26.0100) | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,Renata Mota Maciel,NA,NA,NA,"R$ 1.000,00",NA,NA,NA,NA,NA,NA,NA
1096574-98.2019.8.26.0100,,Civel,Responsabilidade dos socios e administradores,2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,27/09/2019 as 13:11 - Livre,2019/000991,NA,NA,NA,1096574-98.2019.8.26.0100,NA,TRUE,Procedimento Comum Civel,27/09/2019 as 13:11 - Livre | 2ª VARA EMPRESARIAL E CONFLITOS DE ARBITRAGEM - Foro Central Civel,Renata Mota Maciel,NA,NA,NA,"R$ 46.667,45",NA,NA,NA,NA,NA,NA,NA
